''барс''|''pars''
зуухныхаа|t͡sʊːxniːxaː
зууч|t͡sʊːt͡ʃʰ
зуучилж|t͡sʊːt͡ʃʰiɮt͡ʃ
зуучлагч|t͡sʊːt͡ʃʰɮaɡt͡ʃʰ
зуучлал|t͡sʊːt͡ʃʰɮaɮ
зуучлалын|t͡sʊːt͡ʃʰɮaɮiːn
зуучлах|t͡sʊːt͡ʃʰɮax
зух|t͡sʊx
зхжш|t͡sxt͡ʃʃ
зхоу|t͡sxɔʊ
зху|t͡sxʊ
зхэг|t͡sxɛɡ
зэвсгийг|t͡sɛwsɡiːɡ
зэвсгээ|t͡sɛwsɡɛː
зэвсэглэн|t͡sɛwsɛɡɮɛn
зэвсэглэнэ|t͡sɛwsɛɡɮɛnɛ
зэвсэглэсэн|t͡sɛwsɛɡɮɛsɛn
зэвсэгт|t͡sɛwsɛɡtʰ
зэвсэгтэй|t͡sɛwsɛɡtʰɛj
зэвтэй|t͡sɛwtʰɛj
зэвхий|t͡sɛwxiː
зэвүүг|t͡sɛwuːɡ
зэвүүн|t͡sɛwuːn
зэвүүцэнгүй|t͡sɛwuːt͡sʰɛnɡuj
зэгсэн|t͡sɛɡsɛn
зэдлэн|t͡sɛtɮɛn
зэлтэр|t͡sɛɮtʰɛr
зэлээ|t͡sɛɮɛː
зэм|t͡sɛm
зэмгүй|t͡sɛmɡuj
зэмийг|t͡sɛmiːɡ
зэмлэл|t͡sɛmɮɛɮ
зэмлэсэн|t͡sɛmɮɛsɛn
зэмлүүлсэндээ|t͡sɛmɮuːɮsɛntɛː
зэмсэг|t͡sɛmsɛɡ
зэнзийрхсэн|t͡sɛnt͡siːrxsɛn
зэр|t͡sɛr
зэрвэс|t͡sɛrwɛs
зэрвэсхэн|t͡sɛrwɛsxɛn
зэргийг|t͡sɛrɡiːɡ
зэргийн|t͡sɛrɡiːn
зэргэлдээ|t͡sɛrɡɛɮtɛː
зэргэлдээх|t͡sɛrɡɛɮtɛːx
зэргэмж”|t͡sɛrɡɛmt͡ʃ”
зэргэцэн|t͡sɛrɡɛt͡sʰɛn
зэргэцээ|t͡sɛrɡɛt͡sʰɛː
зэргээ|t͡sɛrɡɛː
зэргээр|t͡sɛrɡɛːr
зэргээс|t͡sɛrɡɛːs
зэритлийн|t͡sɛritʰɮiːn
зэрлэгэндээ|t͡sɛrɮɛɡɛntɛː
зэрлэгүүдийн|t͡sɛrɮɛɡuːtiːn
зэрэглэл|t͡sɛrɛɡɮɛɮ
зэрэглэлийн|t͡sɛrɛɡɮɛɮiːn
зэрэглэлтэй|t͡sɛrɛɡɮɛɮtʰɛj
зэрэглэлээс|t͡sɛrɛɡɮɛɮɛːs
зэрэглэн|t͡sɛrɛɡɮɛn
зэрэглээ”|t͡sɛrɛɡɮɛː”
зэрэгт|t͡sɛrɛɡtʰ
зэрэгтэй|t͡sɛrɛɡtʰɛj
зэрэгтээ|t͡sɛrɛɡtʰɛː
зэрэгцэж|t͡sɛrɛɡt͡sʰɛt͡ʃ
зэрэгцэн|t͡sɛrɛɡt͡sʰɛn
зэрэгцээ|t͡sɛrɛɡt͡sʰɛː
зэрэгцээбаянзүрх|t͡sɛrɛɡt͡sʰɛːpajnt͡surx
зэрэгцээд|t͡sɛrɛɡt͡sʰɛːt
зэрэгцүүлэн|t͡sɛrɛɡt͡sʰuːɮɛn
зэсгийг|t͡sɛsɡiːɡ
зэсийн|t͡sɛsiːn
зэсийг|t͡sɛsiːɡ
зэсийн|t͡sɛsiːn
зэсийнхээ|t͡sɛsiːnxɛː
зэх|t͡sɛx
зэхжээ|t͡sɛxt͡ʃɛː
зэхлээ|t͡sɛxɮɛː
зэхэж|t͡sɛxɛt͡ʃ
зээг|t͡sɛːɡ
зээгээ|t͡sɛːɡɛː
зээл|t͡sɛːɮ
зээлгүй|t͡sɛːɮɡuj
зээлд|t͡sɛːɮt
зээлдэгч|t͡sɛːɮtɛɡt͡ʃʰ
зээлдэгчид|t͡sɛːɮtɛɡt͡ʃʰit
зээлдэгчийг|t͡sɛːɮtɛɡt͡ʃʰiːɡ
зээлдэгчийн|t͡sɛːɮtɛɡt͡ʃʰiːn
зээлдэгчтэй|t͡sɛːɮtɛɡt͡ʃʰtʰɛj
зээлдээ|t͡sɛːɮtɛː
зээлдүүлэх|t͡sɛːɮtuːɮɛx
зээлдүүлээч|t͡sɛːɮtuːɮɛːt͡ʃʰ
зээлж|t͡sɛːɮt͡ʃ
зээлжих|t͡sɛːɮt͡ʃix
зээлийг|t͡sɛːɮiːɡ
зээлийн|t͡sɛːɮiːn
зээлийнхээ|t͡sɛːɮiːnxɛː
зээлсэн|t͡sɛːɮsɛn
зээлтэй|t͡sɛːɮtʰɛj
зээлэнд|t͡sɛːɮɛnt
зээлэндээ|t͡sɛːɮɛntɛː
зээлэх|t͡sɛːɮɛx
зээлэхдээ|t͡sɛːɮɛxtɛː
зээлээ|t͡sɛːɮɛː
зээлээд|t͡sɛːɮɛːt
зээлээр|t͡sɛːɮɛːr
зээлээс|t͡sɛːɮɛːs
зээлүүдийг|t͡sɛːɮuːtiːɡ
зээлүүдэд|t͡sɛːɮuːtɛt
зээтэй|t͡sɛːtʰɛj
зүг|t͡suɡ
зүггүй|t͡suɡɡuj
зүгийг|t͡suɡiːɡ
зүгийн|t͡suɡiːn
зүглэв|t͡suɡɮɛw
зүглэлээ|t͡suɡɮɛɮɛː
зүгт|t͡suɡtʰ
зүгширсэн|t͡suɡʃirsɛn
зүгшрүүлэх|t͡suɡʃruːɮɛx
зүгээр|t͡suɡɛːr
зүгээс|t͡suɡɛːs
зүдгүүрийг|t͡sutɡuːriːɡ
зүдрүү|t͡sutruː
зүдэрдгээс|t͡sutɛrtɡɛːs
зүдэрдэг|t͡sutɛrtɛɡ
зүдү|t͡sutu
зүдүү|t͡sutuː
зүдүһинь|t͡sutuһinʲ
зүйл|t͡sujɮ
зүйлсийн|t͡sujɮsiːn
зүйтэй|t͡sujtʰɛj
зүйг|t͡sujɡ
зүйгээ|t͡sujɡɛː
зүйгээр|t͡sujɡɛːr
зүйгээс|t͡sujɡɛːs
зүйгүй|t͡sujɡuj
зүйд|t͡sujt
зүйл|t͡sujɮ
зүйлгүй|t͡sujɮɡuj
зүйлгүйгээр|t͡sujɮɡujɡɛːr
зүйлд|t͡sujɮt
зүйлдээ|t͡sujɮtɛː
зүйлийг|t͡sujɮiːɡ
зүйлийн|t͡sujɮiːn
зүйлийнхээ|t͡sujɮiːnxɛː
зүйлрүү|t͡sujɮruː
зүйлс|t͡sujɮs
зүйлсийг|t͡sujɮsiːɡ
зүйлсийн|t͡sujɮsiːn
зүйлстэй|t͡sujɮstʰɛj
зүйлсээ|t͡sujɮsɛː
зүйлсээс|t͡sujɮsɛːs
зүйлсүүд|t͡sujɮsuːt
зүйлсүүдийн|t͡sujɮsuːtiːn
зүйлтэй|t͡sujɮtʰɛj
зүйлчлэгдэнэ|t͡sujɮt͡ʃʰɮɛɡtɛnɛ
зүйлээ|t͡sujɮɛː
зүйлээр|t͡sujɮɛːr
зүйлээрээ|t͡sujɮɛːrɛː
зүйлээс|t͡sujɮɛːs
зүйлээсээ|t͡sujɮɛːsɛː
зүйлүүд|t͡sujɮuːt
зүйлүүдийг|t͡sujɮuːtiːɡ
зүйлүүдээ|t͡sujɮuːtɛː
зүйл”|t͡sujɮ”
зүйн|t͡sujn
зүйрлэвэл|t͡sujrɮɛwɛɮ
зүйрлэж|t͡sujrɮɛt͡ʃ
зүйрлэлтэй|t͡sujrɮɛɮtʰɛj
зүйрлэмгүй|t͡sujrɮɛmɡuj
зүйрлэн|t͡sujrɮɛn
зүйт|t͡sujtʰ
зүйтэй|t͡sujtʰɛj
зүйч|t͡sujt͡ʃʰ
зүйчид|t͡sujt͡ʃʰit
зүлгэж|t͡suɮɡɛt͡ʃ
зүлгээ|t͡suɮɡɛː
зүлэг|t͡suɮɛɡ
зүлэгжүүлэн|t͡suɮɛɡt͡ʃuːɮɛn
зүн|t͡sun
зүр|t͡sur
зүркнд|t͡surkʰnt
зүркнь|t͡surkʰnʲ
зүркәрн|t͡surkʰәrn
зүрх|t͡surx
зүрхгүй|t͡surxɡuj
зүрхийг|t͡surxiːɡ
зүрхлэн|t͡surxɮɛn
зүрхлээгүй|t͡surxɮɛːɡuj
зүрхний|t͡surxniː
зүрхнээсээ|t͡surxnɛːsɛː
зүрхтэй|t͡surxtʰɛj
зүрхтэн”|t͡surxtʰɛn”
зүрхэлж|t͡surxɛɮt͡ʃ
зүрхэнд|t͡surxɛnt
зүрхэндээ|t͡surxɛntɛː
зүрхээ|t͡surxɛː
зүрхээр|t͡surxɛːr
зүрхээрээ|t͡surxɛːrɛː
зүс|t͡sus
зүсж|t͡sust͡ʃ
зүсн|t͡susn
зүснь|t͡susnʲ
зүстэй|t͡sustʰɛj
зүстә|t͡sustʰә
зүсээ|t͡susɛː
зүсәр|t͡susәr
зүсәрнь|t͡susәrnʲ
зүтгэгчид|t͡sutʰɡɛɡt͡ʃʰit
зүтгэдэг|t͡sutʰɡɛtɛɡ
зүтгэе|t͡sutʰɡɛj
зүтгэж|t͡sutʰɡɛt͡ʃ
зүтгэл|t͡sutʰɡɛɮ
зүтгэлийг|t͡sutʰɡɛɮiːɡ
зүтгэлтнүүд|t͡sutʰɡɛɮtʰnuːt
зүтгэлтнүүдийг|t͡sutʰɡɛɮtʰnuːtiːɡ
зүтгэлтэй|t͡sutʰɡɛɮtʰɛj
зүтгэлтэн|t͡sutʰɡɛɮtʰɛn
зүтгэлээ|t͡sutʰɡɛɮɛː
зүтгэлээр|t͡sutʰɡɛɮɛːr
зүтгэлээрээ|t͡sutʰɡɛɮɛːrɛː
зүтгэнэ|t͡sutʰɡɛnɛ
зүтгэсэн|t͡sutʰɡɛsɛn
зүтгэсээр|t͡sutʰɡɛsɛːr
зүтгэх|t͡sutʰɡɛx
зүтгэхдээ|t͡sutʰɡɛxtɛː
зүтгэхээр|t͡sutʰɡɛxɛːr
зүтгэцгээе|t͡sutʰɡɛt͡sʰɡɛːJi
зүтгэцгээж|t͡sutʰɡɛt͡sʰɡɛːt͡ʃ
зүтгэчихсэн”|t͡sutʰɡɛt͡ʃʰixsɛn”
зүтгээд|t͡sutʰɡɛːt
зүтгээрэй|t͡sutʰɡɛːrɛj
зүтгүүлдэг|t͡sutʰɡuːɮtɛɡ
зүтгүүлж|t͡sutʰɡuːɮt͡ʃ
зүтгүүлсэн|t͡sutʰɡuːɮsɛn
зүтгүүлээд|t͡sutʰɡuːɮɛːt
зүтгүүр|t͡sutʰɡuːr
зүтгүүрээс|t͡sutʰɡuːrɛːs
зүхэгсэд|t͡suxɛɡsɛt
зүхэж|t͡suxɛt͡ʃ
зүхэл|t͡suxɛɮ
зүхэхээ|t͡suxɛxɛː
зүчи|t͡sut͡ʃʰi
зүүв|t͡suːw
зүүгдээд|t͡suːɡtɛːt
зүүгий|t͡suːɡiː
зүүгээгүй|t͡suːɡɛːɡuj
зүүгээд|t͡suːɡɛːt
зүүгээч|t͡suːɡɛːt͡ʃʰ
зүүгээч”|t͡suːɡɛːt͡ʃʰ”
зүүдинь|t͡suːtinʲ
зүүдлэхээ|t͡suːtɮɛxɛː
зүүдлээ|t͡suːtɮɛː
зүүдлээгүй|t͡suːtɮɛːɡuj
зүүдләд|t͡suːtɮәt
зүүдн|t͡suːtn
зүүднднь|t͡suːtntnʲ
зүүдндән|t͡suːtntәn
зүүдний|t͡suːtniː
зүүднә|t͡suːtnә
зүүднәс|t͡suːtnәs
зүүднәсн|t͡suːtnәsn
зүүдэг|t͡suːtɛɡ
зүүдэггүй|t͡suːtɛɡɡuj
зүүдэлдэг|t͡suːtɛɮtɛɡ
зүүдэлж|t͡suːtɛɮt͡ʃ
зүүдэлснээ|t͡suːtɛɮsnɛː
зүүдэнд|t͡suːtɛnt
зүүдән|t͡suːtәn
зүүж|t͡suːt͡ʃ
зүүжээ|t͡suːt͡ʃɛː
зүүл|t͡suːɮ
зүүлгэчихээд|t͡suːɮɡɛt͡ʃʰixɛːt
зүүлдэж|t͡suːɮtɛt͡ʃ
зүүнбаян|t͡suːnpajn
зүүнбулагийн|t͡suːnpʊɮaɡiːn
зүүнгарыг|t͡suːnɡariːɡ
зүүний|t͡suːniː
зүүнхараа|t͡suːnxaraː
зүүнхараагийн|t͡suːnxaraːɡiːn
зүүнхараад|t͡suːnxaraːt
зүүнэ|t͡suːnɛ
зүүн”|t͡suːn”
зүүрмэглээд|t͡suːrmɛɡɮɛːt
зүүсэн|t͡suːsɛn
зүүх|t͡suːx
зүүхгүй|t͡suːxɡuj
зүүхдээ|t͡suːxtɛː
зүүхийг|t͡suːxiːɡ
зүүхэн|t͡suːxɛn
зүүхээ|t͡suːxɛː
зүүцгээе”|t͡suːt͡sʰɡɛːJi”
зүүчихсэн|t͡suːt͡ʃʰixsɛn
зүүһәд|t͡suːһәt
зә|t͡sә
зәрлг|t͡sәrɮɡ
зәрлгиг|t͡sәrɮɡiɡ
зәрлгин|t͡sәrɮɡin
зәрлгәр|t͡sәrɮɡәr
зәрм|t͡sәrm
зәрмснь|t͡sәrmsnʲ
зәңг|t͡sәңɡ
зәңгд|t͡sәңɡt
зәңглв|t͡sәңɡɮw
зәңглх|t͡sәңɡɮx
зәңглҗәнә|t͡sәңɡɮҗәnә
зәңгчән|t͡sәңɡt͡ʃʰәn
зәәсңгүдән|t͡sәәsңɡutәn
зө|t͡so
зөв|t͡sow
зөвддөгийг|t͡sowttoɡiːɡ
зөвийг|t͡sowiːɡ
зөвинь|t͡sowinʲ
зөвлөвлөсний|t͡sowɮowɮosniː
зөвлөгч|t͡sowɮoɡt͡ʃʰ
зөвлөгөөг|t͡sowɮoɡoːɡ
зөвлөгөөн|t͡sowɮoɡoːn
зөвлөгөөнд|t͡sowɮoɡoːnt
зөвлөгөөнийг|t͡sowɮoɡoːniːɡ
зөвлөгөөнөөр|t͡sowɮoɡoːnoːr
зөвлөдөг|t͡sowɮotoɡ
зөвлөе|t͡sowɮoj
зөвлөж|t͡sowɮot͡ʃ
зөвлөжээ|t͡sowɮot͡ʃɛː
зөвлөл|t͡sowɮoɮ
зөвлөлд|t͡sowɮoɮt
зөвлөлдлөө|t͡sowɮoɮtɮoː
зөвлөлдмөөр|t͡sowɮoɮtmoːr
зөвлөлдөж|t͡sowɮoɮtot͡ʃ
зөвлөлдөнө|t͡sowɮoɮtono
зөвлөлдөх|t͡sowɮoɮtox
зөвлөлийг|t͡sowɮoɮiːɡ
зөвлөлийн|t͡sowɮoɮiːn
зөвлөлийнхөн|t͡sowɮoɮiːnxon
зөвлөлт|t͡sowɮoɮtʰ
зөвлөлтийн|t͡sowɮoɮtʰiːn
зөвлөлтийнхөн|t͡sowɮoɮtʰiːnxon
зөвлөлтэй|t͡sowɮoɮtʰɛj
зөвлөлтүүд|t͡sowɮoɮtʰuːt
зөвлөлөө|t͡sowɮoɮoː
зөвлөлөөр|t͡sowɮoɮoːr
зөвлөлөөс|t͡sowɮoɮoːs
зөвлөл”|t͡sowɮoɮ”
зөвлөмж|t͡sowɮomt͡ʃ
зөвлөмжид|t͡sowɮomt͡ʃit
зөвлөмжийг|t͡sowɮomt͡ʃiːɡ
зөвлөмжийн|t͡sowɮomt͡ʃiːn
зөвлөмжтэй|t͡sowɮomt͡ʃtʰɛj
зөвлөмжүүд|t͡sowɮomt͡ʃuːt
зөвлөмжүүдийг|t͡sowɮomt͡ʃuːtiːɡ
зөвлөмжүүдтэй|t͡sowɮomt͡ʃuːttʰɛj
зөвлөмжөөр|t͡sowɮomt͡ʃoːr
зөвлөмөөр|t͡sowɮomoːr
зөвлөнө|t͡sowɮono
зөвлөснөөр|t͡sowɮosnoːr
зөвлөсөн|t͡sowɮoson
зөвлөх|t͡sowɮox
зөвлөхтэй|t͡sowɮoxtʰɛj
зөвлөхүүдийн|t͡sowɮoxuːtiːn
зөвлөхүүдтэйгээ|t͡sowɮoxuːttʰɛjɡɛː
зөвлөхөд|t͡sowɮoxot
зөвлөхөөр|t͡sowɮoxoːr
зөвлөхөөрөө|t͡sowɮoxoːroː
зөвлөөд|t͡sowɮoːt
зөвтгөж|t͡sowtʰɡot͡ʃ
зөвтгөн|t͡sowtʰɡon
зөвтгөх|t͡sowtʰɡox
зөвтә|t͡sowtʰә
зөвтәв|t͡sowtʰәw
зөвтәвидн|t͡sowtʰәwitn
зөвхөн|t͡sowxon
зөвшилцөв|t͡sowʃiɮt͡sʰow
зөвшилцөж|t͡sowʃiɮt͡sʰot͡ʃ
зөвшилцөлд|t͡sowʃiɮt͡sʰoɮt
зөвшилцөхийг|t͡sowʃiɮt͡sʰoxiːɡ
зөвшилцөөд|t͡sowʃiɮt͡sʰoːt
зөвшәл|t͡sowʃәɮ
зөвшәрв|t͡sowʃәrw
зөвшәрсн|t͡sowʃәrsn
зөвшәрснд|t͡sowʃәrsnt
зөвшәрәд|t͡sowʃәrәt
зөвшөө|t͡sowʃoː
зөвшөөр|t͡sowʃoːr
зөвшөөрдөг|t͡sowʃoːrtoɡ
зөвшөөрдөггүй|t͡sowʃoːrtoɡɡuj
зөвшөөрлийг|t͡sowʃoːrɮiːɡ
зөвшөөрлийн|t͡sowʃoːrɮiːn
зөвшөөрлүүд|t͡sowʃoːrɮuːt
зөвшөөрлүүдийг|t͡sowʃoːrɮuːtiːɡ
зөвшөөрлөө|t͡sowʃoːrɮoː
зөвшөөрлөөр|t͡sowʃoːrɮoːr
зөвшөөрлөөрөө|t͡sowʃoːrɮoːroː
зөвшөөрнө|t͡sowʃoːrno
зөвшөөрснөөр|t͡sowʃoːrsnoːr
зөвшөөрснөөс|t͡sowʃoːrsnoːs
зөвшөөрсөн|t͡sowʃoːrson
зөвшөөрцгөөсөн|t͡sowʃoːrt͡sʰɡoːson
зөвшөөрч|t͡sowʃoːrt͡ʃʰ
зөвшөөрчихсөн|t͡sowʃoːrt͡ʃʰixson
зөвшөөрчээ|t͡sowʃoːrt͡ʃʰɛː
зөвшөөрүүлэхийн|t͡sowʃoːruːɮɛxiːn
зөвшөөрөгддөг|t͡sowʃoːroɡttoɡ
зөвшөөрөгдсөн|t͡sowʃoːroɡtson
зөвшөөрөгдөж|t͡sowʃoːroɡtot͡ʃ
зөвшөөрөгдөх|t͡sowʃoːroɡtox
зөвшөөрөгдөөгүй|t͡sowʃoːroɡtoːɡuj
зөвшөөрөлгүй|t͡sowʃoːroɮɡuj
зөвшөөрөлгүйгээр|t͡sowʃoːroɮɡujɡɛːr
зөвшөөрөлд|t͡sowʃoːroɮt
зөвшөөрөлтэй|t͡sowʃoːroɮtʰɛj
зөвшөөрөхгүй|t͡sowʃoːroxɡuj
зөвшөөрөхийн|t͡sowʃoːroxiːn
зөвшөөрөхөөс|t͡sowʃoːroxoːs
зөвшөөрөөгүй|t͡sowʃoːroːɡuj
зөвшөөрөөд|t͡sowʃoːroːt
зөвшөөрөөч|t͡sowʃoːroːt͡ʃʰ
зөвән|t͡sowәn
зөвөлгөө|t͡sowoɮɡoː
зөвөөр|t͡sowoːr
зөгин|t͡soɡin
зөгнөлт|t͡soɡnoɮtʰ
зөн|t͡son
зөнгөөрөө|t͡sonɡoːroː
зөндөе|t͡sontoj
зөндөө|t͡sontoː
зөнөг|t͡sonoɡ
зөнөг”|t͡sonoɡ”
зөрдөггүй”|t͡sortoɡɡuj”
зөрж|t͡sort͡ʃ
зөрлцсн|t͡sorɮt͡sʰsn
зөрлөгийн|t͡sorɮoɡiːn
зөрсөн|t͡sorson
зөрхөвдээ|t͡sorxowtɛː
зөрчвөл|t͡sort͡ʃʰwoɮ
зөрчдөг|t͡sort͡ʃʰtoɡ
зөрчигддөг|t͡sort͡ʃʰiɡttoɡ
зөрчигдсөн|t͡sort͡ʃʰiɡtson
зөрчигдсөнийх|t͡sort͡ʃʰiɡtsoniːx
зөрчигдөж|t͡sort͡ʃʰiɡtot͡ʃ
зөрчигдөх|t͡sort͡ʃʰiɡtox
зөрчигдөхгүй|t͡sort͡ʃʰiɡtoxɡuj
зөрчиж|t͡sort͡ʃʰit͡ʃ
зөрчил|t͡sort͡ʃʰiɮ
зөрчилд|t͡sort͡ʃʰiɮt
зөрчилдсөн|t͡sort͡ʃʰiɮtson
зөрчилдөж|t͡sort͡ʃʰiɮtot͡ʃ
зөрчилдөн|t͡sort͡ʃʰiɮton
зөрчилдөнө|t͡sort͡ʃʰiɮtono
зөрчилдөх|t͡sort͡ʃʰiɮtox
зөрчилдөөд|t͡sort͡ʃʰiɮtoːt
зөрчилтэй|t͡sort͡ʃʰiɮtʰɛj
зөрчин|t͡sort͡ʃʰin
зөрчинө|t͡sort͡ʃʰino
зөрчих|t͡sort͡ʃʰix
зөрчихгүй|t͡sort͡ʃʰixɡuj
зөрчихийг|t͡sort͡ʃʰixiːɡ
зөрчихлөө|t͡sort͡ʃʰixɮoː
зөрчихөд|t͡sort͡ʃʰixot
зөрчлийг|t͡sort͡ʃʰɮiːɡ
зөрчлийн|t͡sort͡ʃʰɮiːn
зөрчлүүд|t͡sort͡ʃʰɮuːt
зөрчлүүдийг|t͡sort͡ʃʰɮuːtiːɡ
зөрчлүүдэд|t͡sort͡ʃʰɮuːtɛt
зөрчлөө|t͡sort͡ʃʰɮoː
зөрчлөөс|t͡sort͡ʃʰɮoːs
зөрчсөн|t͡sort͡ʃʰson
зөрччихөөд|t͡sort͡ʃʰt͡ʃʰixoːt
зөрчөөгүй|t͡sort͡ʃʰoːɡuj
зөрүлҗ|t͡soruɮҗ
зөрүү|t͡soruː
зөрүүг|t͡soruːɡ
зөрүүгээр|t͡soruːɡɛːr
зөрүүд|t͡soruːt
зөрүүлээд|t͡soruːɮɛːt
зөрүүнээс|t͡soruːnɛːs
зөрүүтэй|t͡soruːtʰɛj
зөрөлдөж|t͡soroɮtot͡ʃ
зөрөлдөн|t͡soroɮton
зөрөлдөөн|t͡soroɮtoːn
зөрөн|t͡soron
зөрөхгүй|t͡soroxɡuj
зөрөө|t͡soroː
зөрөөд|t͡soroːt
зөсүт|t͡sosutʰ
зөңгдән|t͡soңɡtәn
зөөврийн|t͡soːwriːn
зөөвөрлөгдсөн|t͡soːworɮoɡtson
зөөвөрлөгдөж|t͡soːworɮoɡtot͡ʃ
зөөвөрлөгдөн|t͡soːworɮoɡton
зөөвөрлөж|t͡soːworɮot͡ʃ
зөөвөрлөн|t͡soːworɮon
зөөвөрлөх|t͡soːworɮox
зөөгөөд|t͡soːɡoːt
зөөдөг|t͡soːtoɡ
зөөж|t͡soːt͡ʃ
зөөлгөх”|t͡soːɮɡox”
зөөллөх|t͡soːɮɮox
зөөлнөөр|t͡soːɮnoːr
зөөлрүүлсэн|t͡soːɮruːɮsɛn
зөөлхөн|t͡soːɮxon
зөөлөө|t͡soːɮoː
зөөнө|t͡soːno
зөөсн|t͡soːsn
зөөсөн|t͡soːson
зөөх|t͡soːx
зөөхгүй|t͡soːxɡuj
зөөхий|t͡soːxiː
зөөчихнө|t͡soːt͡ʃʰixno
и|i
иx|ix
иарим|iarim
иас|ias
ив|iw
иван|iwan
ивановна|iwanɔwna
ивкоф|iwkʰɔf
ивээж|iwɛːt͡ʃ
ивээжээ|iwɛːt͡ʃɛː
ивээлтэй|iwɛːɮtʰɛj
ивээн|iwɛːn
ивээнэ|iwɛːnɛ
ивээх|iwɛːx
игэд|iɡɛt
ид|it
иддэг|ittɛɡ
иден|itJin
идлэг|itɮɛɡ
идмээр|itmɛːr
иднэ|itnɛ
идсн|itsn
идсэн|itsɛn
идсэнийг|itsɛniːɡ
идсэнийхээ|itsɛniːxɛː
идсэнээрээ|itsɛnɛːrɛː
идсэнээс|itsɛnɛːs
идтн|ittʰn
идх|itx
идхд|itxt
идхлә|itxɮә
идхәр|itxәr
идцхәв|itt͡sʰxәw
идчих|itt͡ʃʰix
идчихдэг|itt͡ʃʰixtɛɡ
идчихнэ|itt͡ʃʰixnɛ
идчихсэн|itt͡ʃʰixsɛn
идчихээд|itt͡ʃʰixɛːt
идчквч|itt͡ʃʰkʰwt͡ʃʰ
идчкнә|itt͡ʃʰkʰnә
идшлҗәнә|itʃɮҗәnә
идэвх|itɛwx
идэвхгүй|itɛwxɡuj
идэвхжиж|itɛwxt͡ʃit͡ʃ
идэвхжил|itɛwxt͡ʃiɮ
идэвхжин|itɛwxt͡ʃin
идэвхжинэ|itɛwxt͡ʃinɛ
идэвхжээсэй|itɛwxt͡ʃɛːsɛj
идэвхжүүлбэл|itɛwxt͡ʃuːɮpɛɮ
идэвхжүүлдэг|itɛwxt͡ʃuːɮtɛɡ
идэвхжүүлж|itɛwxt͡ʃuːɮt͡ʃ
идэвхжүүлэлт|itɛwxt͡ʃuːɮɛɮtʰ
идэвхжүүлэн|itɛwxt͡ʃuːɮɛn
идэвхжүүлэх|itɛwxt͡ʃuːɮɛx
идэвхи|itɛwxi
идэвхижүүлэх|itɛwxit͡ʃuːɮɛx
идэвхийлэн|itɛwxiːɮɛn
идэвхитэй|itɛwxitʰɛj
идэвхт|itɛwxtʰ
идэвхтэй|itɛwxtʰɛj
идэвхтэйгээр|itɛwxtʰɛjɡɛːr
идэгдсэн|itɛɡtsɛn
идэгдэн|itɛɡtɛn
идэж|itɛt͡ʃ
идэн|itɛn
идэр|itɛr
идэрийн|itɛriːn
идэрмаагийн|itɛrmaːɡiːn
идэрхангай|itɛrxanɡaj
идэрээ|itɛrɛː
идэхгүй|itɛxɡuj
идэхийн|itɛxiːn
идэхэд|itɛxɛt
идэхээр|itɛxɛːr
идэцгээ|itɛt͡sʰɡɛː
идэш|itɛʃ
идээ|itɛː
идээг|itɛːɡ
идээгүй|itɛːɡuj
идээд|itɛːt
идээний|itɛːniː
идээнийхээ|itɛːniːxɛː
идээшиж|itɛːʃit͡ʃ
идээшинэ|itɛːʃinɛ
идээшлэх|itɛːʃɮɛx
идүүлдэг|ituːɮtɛɡ
идүүлэхэд|ituːɮɛxɛt
идәд|itәt
иерихон|iJirixɔn
иж|it͡ʃ
ижий|it͡ʃiː
ижийдээ|it͡ʃiːtɛː
ижил|it͡ʃiɮ
ижилгүй|it͡ʃiɮɡuj
ижилдэн|it͡ʃiɮtɛn
ижиллсэн|it͡ʃiɮɮsɛn
ижилслийг|it͡ʃiɮsɮiːɡ
ижилсэлд|it͡ʃiɮsɛɮt
ижилсэн|it͡ʃiɮsɛn
ижилтэй|it͡ʃiɮtʰɛj
ижилхэн|it͡ʃiɮxɛn
ижлийнхээ|it͡ʃɮiːnxɛː
изабель|it͡sapJiɮʲ
изенгардын|it͡sJinɡartiːn
изнн|it͡snn
израилийн|it͡sraiɮiːn
израилин|it͡sraiɮin
израильд|it͡sraiɮʲt
израильтәнмүд|it͡sraiɮʲtʰәnmut
израйл|it͡srajɮ
ийж|iːt͡ʃ
ийм|iːm
ийн|iːn
иигҗ|iiɡҗ
иим|iim
иимээс|iimɛːs
ий|iː
ийв|iːw
ийг|iːɡ
ийгээд|iːɡɛːt
ийж|iːt͡ʃ
ийм|iːm
иймд|iːmt
иймдээ|iːmtɛː
иймхэн|iːmxɛn
иймэрхүү|iːmɛrxuː
иймээс|iːmɛːs
ийн|iːn
ийнхэн|iːnxɛn
ийнхүү|iːnxuː
ийн“love|iːn“love
ийсэн|iːsɛn
ийх|iːx
ийхээ|iːxɛː
ийш|iːʃ
ийшээ|iːʃɛː
ик|ikʰ
икдхлә|ikʰtxɮә
икдүлнәв|ikʰtuɮnәw
икдәд|ikʰtәt
икигайгаа|ikʰiɡajɡaː
икәр|ikʰәr
илааршилт|iɮaːrʃiɮtʰ
илбэдсэн|iɮpɛtsɛn
илбээд|iɮpɛːt
илгээгч|iɮɡɛːɡt͡ʃʰ
илгээгээд|iɮɡɛːɡɛːt
илгээе”|iɮɡɛːJi”
